Warning! Ignore unknown configuration option `build_cache_dir` in section [env:nucleo_l476rg]
--- Terminal on /dev/cu.usbmodem1203 | 115200 8-N-1
--- Available filters and text transformations: debug, default, direct, hexlify, log2file, nocontrol, printable, send_on_enter, time
--- More details at https://bit.ly/pio-monitor-filters
--- Quit: Ctrl+C | Menu: Ctrl+T | Help: Ctrl+T followed by Ctrl+H
268640,0.0000,2.0000,9.0000,0.0000,0.0000,0.0000
268666,0.0000,2.0000,9.0000,0.0000,0.0000,0.0000
268692,0.0000,2.0000,9.0000,0.0000,0.0000,0.0000
268718,0.0000,2.0000,9.0000,0.0000,0.0000,0.0000
268744,0.0000,2.0000,9.0000,0.0000,0.0000,0.0000
268770,0.0000,2.0000,9.0000,0.0000,0.0000,0.0000
268796,0.0000,2.0000,9.0000,0.0000,0.0000,0.0000
268822,0.0000,2.0000,9.0000,0.0000,0.0000,0.0000
268848,0.0000,2.0000,9.0000,0.0000,0.0000,0.0000
268874,0.0000,2.0000,9.0000,0.0000,0.0000,0.0000
268900,0.0000,2.0000,9.0000,0.0000,0.0000,0.0000
268926,0.0000,2.0000,9.0000,0.0000,0.0000,0.0000
268952,0.0000,2.0000,9.0000,-1.0000,0.0000,0.0000
268978,0.0000,2.0000,9.0000,0.0000,0.0000,0.0000
269004,0.0000,2.0000,9.0000,0.0000,0.0000,0.0000
269030,0.0000,2.0000,9.0000,0.0000,0.0000,0.0000
269056,0.0000,2.0000,9.0000,1.0000,0.0000,0.0000
269082,0.0000,2.0000,9.0000,-1.0000,0.0000,0.0000
269108,0.0000,2.0000,9.0000,1.0000,0.0000,0.0000
269134,0.0000,2.0000,9.0000,1.0000,0.0000,0.0000
269160,0.0000,2.0000,9.0000,-1.0000,0.0000,0.0000
269186,0.0000,2.0000,9.0000,0.0000,0.0000,0.0000
269212,0.0000,2.0000,9.0000,0.0000,0.0000,0.0000
269238,0.0000,2.0000,9.0000,0.0000,0.0000,0.0000
269264,0.0000,2.0000,9.0000,0.0000,0.0000,0.0000
269290,0.0000,2.0000,9.0000,0.0000,0.0000,0.0000
269316,0.0000,2.0000,9.0000,0.0000,0.0000,0.0000
269342,0.0000,2.0000,9.0000,1.0000,0.0000,0.0000
269368,0.0000,2.0000,9.0000,-2.0000,0.0000,0.0000
269394,0.0000,2.0000,9.0000,-1.0000,0.0000,0.0000
269420,0.0000,2.0000,9.0000,2.0000,0.0000,0.0000
269446,0.0000,2.0000,9.0000,0.0000,0.0000,0.0000
269472,0.0000,2.0000,9.0000,0.0000,0.0000,0.0000
269498,0.0000,2.0000,9.0000,1.0000,0.0000,0.0000
269524,0.0000,2.0000,9.0000,0.0000,0.0000,0.0000
269550,0.0000,2.0000,9.0000,-1.0000,0.0000,0.0000
269576,0.0000,2.0000,9.0000,0.0000,0.0000,0.0000
269602,0.0000,2.0000,9.0000,1.0000,0.0000,0.0000
269628,0.0000,2.0000,9.0000,0.0000,0.0000,0.0000
269654,0.0000,2.0000,9.0000,-1.0000,0.0000,0.0000
269680,0.0000,2.0000,9.0000,0.0000,0.0000,0.0000
269706,0.0000,2.0000,9.0000,1.0000,0.0000,0.0000
269732,0.0000,2.0000,9.0000,0.0000,0.0000,0.0000
269758,0.0000,2.0000,9.0000,0.0000,0.0000,0.0000
269784,0.0000,2.0000,9.0000,0.0000,0.0000,0.0000
269810,0.0000,2.0000,9.0000,-2.0000,0.0000,0.0000
269836,0.0000,2.0000,9.0000,-1.0000,0.0000,0.0000
269862,0.0000,2.0000,9.0000,1.0000,0.0000,0.0000
269888,0.0000,2.0000,9.0000,0.0000,0.0000,0.0000
269914,0.0000,2.0000,9.0000,0.0000,0.0000,0.0000
269940,0.0000,2.0000,9.0000,0.0000,0.0000,0.0000
269966,0.0000,2.0000,9.0000,0.0000,0.0000,0.0000
269992,0.0000,2.0000,9.0000,0.0000,0.0000,0.0000
270018,0.0000,2.0000,9.0000,0.0000,0.0000,0.0000
270044,0.0000,2.0000,9.0000,0.0000,0.0000,0.0000
270070,0.0000,2.0000,9.0000,0.0000,0.0000,0.0000
270096,0.0000,2.0000,9.0000,-2.0000,0.0000,0.0000
270122,0.0000,2.0000,9.0000,0.0000,0.0000,0.0000
270148,0.0000,3.0000,9.0000,0.0000,0.0000,0.0000
270174,0.0000,2.0000,9.0000,0.0000,0.0000,0.0000
270200,0.0000,2.0000,9.0000,0.0000,0.0000,0.0000
270226,0.0000,2.0000,9.0000,0.0000,0.0000,0.0000
270252,0.0000,2.0000,9.0000,-1.0000,0.0000,0.0000
270278,0.0000,2.0000,9.0000,1.0000,0.0000,0.0000
270304,0.0000,2.0000,9.0000,1.0000,0.0000,0.0000
270330,0.0000,2.0000,9.0000,-1.0000,0.0000,0.0000
270356,0.0000,2.0000,9.0000,0.0000,0.0000,0.0000
270382,0.0000,2.0000,9.0000,0.0000,0.0000,0.0000
270408,0.0000,2.0000,9.0000,0.0000,0.0000,0.0000
270434,0.0000,2.0000,9.0000,0.0000,0.0000,0.0000
270460,0.0000,2.0000,9.0000,0.0000,0.0000,0.0000
270486,0.0000,2.0000,9.0000,0.0000,0.0000,0.0000
270512,0.0000,2.0000,9.0000,0.0000,0.0000,0.0000
270538,0.0000,2.0000,9.0000,0.0000,0.0000,0.0000
270564,0.0000,2.0000,9.0000,0.0000,0.0000,0.0000
270590,0.0000,2.0000,9.0000,0.0000,0.0000,0.0000
270616,0.0000,2.0000,9.0000,0.0000,0.0000,0.0000
270642,0.0000,2.0000,9.0000,1.0000,0.0000,0.0000
270668,0.0000,2.0000,9.0000,0.0000,0.0000,0.0000
270694,0.0000,2.0000,9.0000,-1.0000,0.0000,0.0000
270720,0.0000,2.0000,9.0000,0.0000,0.0000,0.0000
270746,0.0000,2.0000,9.0000,0.0000,0.0000,0.0000
270772,0.0000,2.0000,9.0000,-1.0000,0.0000,0.0000
270798,0.0000,2.0000,9.0000,0.0000,0.0000,0.0000
270824,0.0000,2.0000,9.0000,1.0000,0.0000,0.0000
270850,0.0000,2.0000,9.0000,-1.0000,0.0000,0.0000
270876,0.0000,2.0000,9.0000,0.0000,0.0000,0.0000
270902,0.0000,2.0000,9.0000,1.0000,0.0000,0.0000
270928,0.0000,2.0000,9.0000,-1.0000,0.0000,0.0000
270954,0.0000,2.0000,9.0000,0.0000,0.0000,0.0000
270980,0.0000,2.0000,9.0000,1.0000,0.0000,0.0000
271006,0.0000,2.0000,9.0000,0.0000,0.0000,0.0000
271032,0.0000,2.0000,9.0000,0.0000,0.0000,0.0000
271058,0.0000,2.0000,9.0000,0.0000,0.0000,0.0000
271084,0.0000,2.0000,9.0000,0.0000,0.0000,0.0000
271110,0.0000,2.0000,9.0000,0.0000,0.0000,0.0000
271136,0.0000,2.0000,9.0000,0.0000,0.0000,0.0000
271162,0.0000,2.0000,9.0000,0.0000,0.0000,0.0000
271188,0.0000,2.0000,9.0000,0.0000,0.0000,0.0000
271214,0.0000,2.0000,9.0000,1.0000,0.0000,0.0000
271240,0.0000,2.0000,9.0000,0.0000,0.0000,0.0000
271266,0.0000,2.0000,9.0000,-1.0000,0.0000,0.0000
271292,0.0000,2.0000,9.0000,0.0000,0.0000,0.0000
