ax,ay,az,gx,gy,gz,activity
8.3509,-1.9298,0.2721,-22.9491,0.9155,-1.6479,2
9.5832,-1.8705,-1.3453,-15.3197,-11.1694,1.7089,2
10.1587,-2.5986,-1.8837,-12.0238,-7.9345,-2.2582,2
10.8215,-3.2626,-1.7413,-3.9672,-3.4179,0.6103,2
11.4239,-2.9222,0.7633,-4.8828,6.5917,3.6621,2
11.4418,0.9720,0.2745,-8.1176,27.5878,7.7514,2
11.6195,-1.1850,-2.1176,-9.7045,43.0907,9.5824,2
10.6037,-3.9906,0.8799,-12.3290,25.6347,7.7514,2
9.3894,-4.4069,-1.2484,2.3193,5.0659,8.0566,2
10.5577,-5.5465,-2.0757,19.6532,-7.0800,16.2963,2
10.5314,-4.5212,-3.3104,26.9774,-2.4414,5.3710,2
7.2921,-3.6287,-3.3242,9.5824,14.8925,-12.9394,2
6.5401,-2.6374,-3.6963,-7.6293,39.6117,-5.9203,2
8.1720,-3.4013,-4.5032,-3.7841,21.7284,5.8593,2
9.2291,-4.2987,-4.0055,1.4648,14.7704,6.7138,2
9.4366,-4.9028,-2.7439,3.1127,0.9155,-7.0190,2
9.5820,-3.8255,-3.6119,0.2441,-19.2870,-20.9960,2
8.7104,-3.8512,-2.9030,-1.4038,-21.2401,-21.3012,2
6.8237,-3.0059,-2.8265,0.1831,-26.4891,-21.6674,2
6.0867,-2.4765,-3.1609,5.6762,-48.3397,-18.7987,2
5.9988,-2.4640,-3.1028,9.5824,-53.0394,-15.3808,2
7.5942,-2.5405,-3.2847,19.5312,-52.4901,-13.1835,2
8.1888,-2.0985,-2.9575,26.3671,-35.2782,-15.8080,2
8.6662,-1.2161,-2.2791,27.7098,-33.6302,-9.2162,2
8.6207,-1.1012,-1.8418,24.7802,-25.0243,9.0331,2
8.7798,0.7256,-1.1162,25.7567,-17.5170,18.6767,2
9.6532,-1.3998,0.8817,22.0336,-9.8876,23.6205,2
9.8452,-2.1122,-1.6049,8.8500,-1.5869,20.2025,2
10.6821,-2.2875,-1.8430,-2.0751,-6.4697,17.0897,2
11.4293,0.8841,-2.6620,-23.8646,-5.8593,-23.8646,2
9.7752,-2.7936,-1.7922,-23.1322,4.0893,-24.0477,2
11.3623,-4.1748,0.8111,7.3852,1.8920,-1.6479,2
12.8051,-2.0829,-1.0480,3.2958,0.3051,-27.1605,2
9.9212,0.8596,-2.6183,0.2441,7.1410,-30.3343,2
10.2975,-2.3946,-3.7375,-5.8593,0.5493,-17.2118,2
9.2321,-3.9302,-4.7605,-2.3803,-2.3803,-9.7045,2
8.9922,-1.8963,-5.3563,-10.8031,-14.2821,-20.0194,2
7.2329,-2.1798,-5.1391,-18.7377,13.1225,-17.8832,2
7.6432,-3.8470,-3.7782,-16.8456,16.4184,-7.8735,2
9.1597,-4.1168,-4.2981,-12.8783,19.5922,-6.4086,2
8.9778,-3.4420,-4.5882,-1.8310,22.2777,-4.1503,2
9.4151,-2.8462,-4.2927,-2.8686,28.5033,6.4086,2
9.1872,-2.4616,-4.0396,-7.5683,26.4281,17.5780,2
8.0548,-2.2671,-3.4911,-13.9159,24.3529,22.6439,2
7.5373,-2.9407,-3.1154,-17.6391,21.0570,30.1512,2
6.9726,-3.5102,-2.6404,-15.9301,20.6298,36.9872,2
6.8961,-3.8291,-1.9208,-11.2914,16.4794,34.3627,2
6.7932,-3.4055,-1.5792,-13.5497,5.7983,22.8881,2
6.9804,-2.8247,-2.0709,-12.8783,9.7045,17.6391,2
6.4857,-2.6488,-1.2466,-15.9301,1.7089,8.7890,2
6.9463,-2.5040,0.6550,-15.5028,-7.8735,5.5541,2
8.5938,-2.1290,-1.6301,-9.7045,-16.0522,4.5165,2
9.7286,-2.9180,-2.1553,-4.9438,-9.5824,0.5493,2
10.1204,-3.2560,-2.3156,-2.9296,-3.1127,-9.5824,2
11.5842,-2.4867,0.7651,-8.1176,4.5776,-5.6762,2
11.8259,-1.7330,0.8823,-4.4555,22.5219,8.0566,2
12.2889,-1.5122,-2.0021,3.5400,21.9115,17.0287,2
12.1543,-2.9958,-1.7509,-2.4414,-2.4414,24.5360,2
10.0313,-4.0821,-1.0839,-4.5165,29.6019,8.3617,2
9.9565,-5.8947,-2.1361,13.9770,-4.3945,13.7328,2
10.9740,-5.4394,-2.9892,22.4608,0.6713,2.3803,2
7.8861,-3.7262,-3.6460,15.9911,7.3242,-10.8031,2
6.8769,-2.8803,-2.6243,0.0610,21.7894,-7.6293,2
7.4566,-2.5603,-4.3100,2.0141,16.4184,0.6713,2
9.3170,-3.4749,-3.9798,3.6010,10.6200,0.9155,2
9.1465,-4.3579,-2.7900,0.0000,8.9721,-14.0990,2
9.1920,-4.0725,-2.9300,1.1596,-7.5073,-21.8505,2
9.2925,-4.0971,-2.9700,-3.1738,-14.0380,-22.8270,2
8.7888,-3.2303,-2.9300,0.7934,-20.4467,-24.4750,2
7.1946,-2.1613,-3.0969,2.6245,-33.1420,-23.8036,2
6.5814,-2.0147,-3.2781,0.3662,-46.7528,-14.7094,2
6.4253,-1.9381,-3.3774,1.7700,-49.8045,-9.6435,2
7.2041,-2.3497,-3.6209,8.6669,-39.3065,-6.5917,2
7.5415,-2.3210,-3.1328,18.0663,-28.3812,-7.0800,2
7.1419,-2.1547,-2.9108,22.6439,-24.6581,-1.7700,2
8.0500,-1.7282,-2.4646,24.0477,-23.4374,8.8500,2
9.3068,-1.5912,-1.6384,31.8602,-15.7470,8.4228,2
10.0815,-3.3044,-1.3375,31.0668,-11.6576,11.7187,2
9.7764,-2.3635,-1.1030,14.2211,-4.4555,6.8969,2
11.5340,0.4199,-3.5144,-3.6010,-15.5028,-3.4789,2
12.3469,-1.4644,-2.5537,-17.3339,7.6904,-35.7054,2
11.6327,-5.3802,0.0442,2.6855,19.5312,-28.7474,2
11.5495,-2.6063,0.3026,31.9213,4.5776,-16.2963,2
10.5140,0.2644,-1.0007,19.4091,-4.4555,-23.9867,2
8.9748,-1.8855,-5.2331,23.4984,-20.9350,-7.7514,2
10.5140,-3.0789,-6.9260,2.8076,-32.1044,0.5493,2
8.6039,-3.0777,-5.4299,-14.6484,-6.6528,-23.0712,2
4.8819,-3.8961,-4.2843,-1.5258,30.0902,-19.0429,2
6.1710,-3.3164,-3.3415,5.3100,32.3485,-9.5214,2
9.2105,-2.1074,-4.0791,3.9672,32.8368,-10.3149,2
9.6424,-2.2205,-5.2175,5.6762,46.1424,-8.2397,2
10.1007,-3.5078,-3.5694,-3.6010,52.2459,3.9062,2
9.9481,-2.7266,-2.9024,-17.4560,35.2171,13.9159,2
9.6598,-2.3126,-3.1567,-20.9350,5.5541,27.4047,2
8.4179,-3.2937,-3.0185,-19.2870,7.3242,34.8509,2
7.4165,-4.0229,-2.6141,-14.2211,14.5263,39.6117,2
6.1052,-3.7686,-1.4063,-11.4745,28.2592,41.3817,2
6.3511,-2.8337,-1.5792,-12.0849,12.3290,33.6913,2
5.9288,-2.1260,-1.6755,-18.9818,7.7514,24.0477,2
6.3116,-2.0656,-1.5355,-25.5126,0.3662,14.7094,2
6.8075,-2.2887,-1.2233,-28.2592,-6.3476,2.2582,2
8.2223,-2.9754,-1.7934,-22.5829,-6.6528,-3.5400,2
9.0687,-4.0235,-1.8610,-16.7846,-7.5073,-12.0849,2
9.9314,-3.7806,-1.4620,-14.7094,-6.8969,-11.0473,2
12.5198,-2.6679,0.9846,-6.7748,3.9672,-1.7700,2
12.2973,0.9643,0.9756,-9.2162,22.2777,4.7607,2
11.3425,0.6281,0.4199,-21.6674,40.2831,13.4887,2
12.6634,-3.6544,0.5832,-21.7284,33.2030,30.2123,2
10.5038,-4.1485,0.5832,-18.1273,1.0986,21.4843,2
10.2370,-5.0416,-1.9836,-1.9531,-4.5776,26.5502,2
11.0297,-6.3750,-3.1477,9.8266,-7.9345,20.0194,2
8.3096,-3.6993,-2.3748,5.1269,10.3759,2.3193,2
6.0269,-3.4163,-2.7499,-13.0614,16.7235,-9.1552,2
5.7619,-3.0610,-3.4923,-17.0897,10.4980,-2.1362,2
8.0961,-3.0329,-4.8041,-5.7372,4.5165,8.0566,2
8.9042,-3.4929,-4.2945,2.3193,8.4838,-1.8920,2
8.9970,-4.4548,-3.2536,0.0610,8.7280,-14.0380,2
9.0634,-4.4805,-3.1800,-4.8828,4.8217,-22.0336,2
9.1280,-4.4548,-2.6165,0.4882,-4.1503,-25.8788,2
8.5124,-3.1304,-2.4562,7.3852,-20.0194,-25.2684,2
7.7850,-2.3730,-2.8839,8.7280,-41.6258,-20.8739,2
7.1754,-2.2666,-3.1639,10.1928,-47.3631,-15.9301,2
7.6169,-2.4933,-3.3379,10.9252,-48.1566,-16.7235,2
7.5595,-2.5686,-2.9018,19.4091,-39.2455,-17.2729,2
7.5517,-2.1936,-2.6709,24.9633,-38.8182,-13.4277,2
7.5373,-2.0889,-2.1756,31.1278,-30.3954,-4.8828,2
8.1792,-1.7844,-2.0003,36.8651,-27.2216,3.2348,2
9.1830,-2.0931,-2.0398,41.9920,-18.0053,7.5073,2
9.5916,-2.5286,-1.6648,39.2455,-8.3617,6.7138,2
10.0337,-2.2683,-1.1772,32.2875,1.5869,4.0893,2
11.5722,0.3296,-2.5196,6.5307,-9.5824,-21.5453,2
11.0374,0.9589,-2.3264,-10.0707,1.2817,-26.4281,2
11.4029,-3.4133,-1.2658,4.8217,4.5776,-9.7045,2
12.8345,-3.2039,0.7226,15.9911,-3.7841,-13.1225,2
10.4500,-1.4811,-1.2951,6.9579,4.0893,-23.7426,2
8.6327,-2.4029,-3.9672,5.0659,-8.7280,-15.0756,2
9.0257,-3.0520,-5.5824,6.2255,-16.9677,-7.1410,2
7.6516,-2.4388,-5.3347,-5.7372,-6.2866,-12.6342,2
6.4115,-2.9760,-4.4524,-5.4321,21.7284,-17.9442,2
7.3334,-4.0731,-3.0813,0.1220,28.7474,-18.4936,2
9.6699,-3.4468,-4.4440,3.3569,28.2592,-15.4418,2
10.0875,-3.1339,-4.4279,1.8310,27.8319,-8.5448,2
10.1677,-3.1914,-3.5078,4.6996,28.3202,1.7700,2
10.1186,-2.5968,-3.7166,-1.7700,16.6015,15.3197,2
9.0652,-2.3078,-3.3038,-7.8735,13.6718,22.3998,2
8.0865,-2.8749,-2.8283,-12.8173,10.8031,30.2733,2
7.2424,-3.3511,-2.5148,-12.8783,19.9584,39.3065,2
6.8937,-3.6257,-1.8113,-8.6059,21.7894,38.6961,2
6.6335,-3.2135,-1.7359,-12.6952,12.3901,32.4095,2
6.3984,-2.5896,-1.4811,-15.6859,4.0893,26.9774,2
6.5808,-2.5716,-1.3800,-17.2729,3.3569,14.2821,2
6.7136,-2.6045,0.9415,-19.2870,-1.5869,9.2162,2
8.2396,-2.2797,0.9810,-19.2870,-10.3759,5.4321,2
9.3762,-2.4508,-1.5517,-16.7235,-12.6342,0.8544,2
10.5858,-3.3511,-2.2911,-11.6576,-12.1459,-2.5634,2
10.9830,-3.6753,-1.1700,-2.3193,1.6479,0.1831,2
11.2570,-2.6626,0.0825,-5.9203,11.7797,2.6855,2
12.1836,-1.2867,0.7746,-8.3617,13.9770,7.7514,2
11.9353,-3.1405,-2.1266,-5.6152,5.2490,21.0570,2
10.5451,-4.6707,-1.5655,-7.4462,4.9438,14.8925,2
10.9005,-6.6855,-2.9001,12.8173,-2.6245,19.5312,2
11.1996,-6.0376,-3.2297,15.1366,1.6479,8.6059,2
7.1312,-3.4163,-3.2057,7.0800,15.6859,-9.9487,2
5.3162,-2.7032,-3.3332,-12.8783,30.2123,-14.8925,2
6.6466,-2.7768,-4.2610,-11.0473,9.5824,5.0048,2
9.2285,-3.5443,-4.7072,2.0141,16.5404,6.3476,2
8.6141,-4.6169,-3.2213,3.9672,6.8969,-12.3290,2
8.5884,-4.4620,-3.0699,1.2817,1.8310,-20.8739,2
8.7541,-4.2604,-2.6751,-1.5869,-12.3901,-27.2216,2
8.7086,-3.6927,-2.3742,6.4697,-25.0853,-23.6815,2
7.9746,-2.4317,-2.8223,10.9252,-39.0624,-24.5360,2
7.3603,-2.0081,-3.2237,11.6576,-51.5745,-19.5312,2
7.4578,-2.0291,-3.2901,10.9252,-54.7483,-16.2353,2
7.5044,-2.1349,-3.2338,16.0522,-40.8324,-15.3808,2
6.9732,-1.9836,-2.9001,23.8646,-30.5174,-10.8642,2
7.2550,-1.9770,-2.4915,28.9305,-29.6019,-2.7465,2
7.8059,-1.6402,-2.3030,31.7992,-21.7284,3.4179,2
8.8480,-1.7886,-2.1445,33.5692,-16.3573,7.3852,2
10.0313,-2.3904,-1.9471,35.0951,-8.7890,12.6952,2
9.8434,-2.4358,-1.4596,17.8222,5.6762,9.6435,2
10.6002,0.4372,-2.9461,-1.5258,-5.9203,0.9155,2
11.2163,0.6646,-3.0490,-22.7050,-3.9062,-21.2401,2
11.4514,-4.0761,0.7399,-12.8783,9.3383,-11.4745,2
12.2380,-3.3236,0.7058,16.6625,0.7324,0.9765,2
11.6333,-1.0989,-1.5906,-1.2207,-1.8920,-21.4232,2
9.6658,-1.8293,-3.1274,-3.6010,2.5024,-20.3856,2
9.1657,-3.2943,-4.4315,3.1738,-8.7890,-17.2118,2
8.1463,-3.8793,-5.0368,10.4980,-3.1127,-16.4184,2
5.9910,-2.2241,-4.9908,0.7934,14.0990,-14.5873,2
6.2721,-2.6913,-3.7573,-4.0893,30.8837,-22.2777,2
8.5495,-3.9840,-3.2757,-5.7983,30.8837,-20.6908,2
10.0366,-2.6937,-4.7168,-4.7607,30.0292,-14.7704,2
10.0761,-2.7511,-4.1617,-6.8359,37.5975,0.1831,2
10.8795,-2.9318,-3.3499,-8.0566,30.5785,8.7280,2
10.4243,-2.9120,-3.0257,-16.1132,15.7470,17.5170,2
9.2446,-2.8707,-2.8833,-18.0053,11.1083,22.2777,2
8.1212,-3.6622,-3.0681,-15.3808,14.5263,32.2875,2
6.7782,-3.6466,-2.2259,-15.5028,16.2353,39.9779,2
6.4301,-3.0329,-1.5936,-14.8925,19.8974,38.7572,2
6.1543,-2.5232,-1.4105,-21.9115,15.1366,31.0668,2
6.4366,-2.3581,-1.2675,-26.2450,13.7328,23.4984,2
6.5102,-2.4490,0.7956,-30.3343,3.7231,10.8642,2
7.2508,-2.3228,0.7441,-29.2968,-5.4321,4.5776,2
8.5441,-2.3312,-1.5684,-23.6815,-7.5683,2.6245,2
9.5318,-3.0095,-1.8580,-15.6859,-10.6200,1.5869,2
10.3710,-3.3547,-1.9172,-8.6059,-4.0283,5.0659,2
11.5908,-2.6201,0.0813,-11.5966,-1.7700,3.9062,2
12.0831,-1.2969,0.7339,-12.0849,-2.6855,11.9018,2
12.1399,-1.3088,-1.8969,-17.3339,9.6435,18.6767,2
12.0628,-3.0705,-1.9495,-34.7289,24.6581,25.6347,2
9.5467,-4.3555,-1.8556,-23.9867,11.3525,18.1273,2
11.4035,-6.3074,-2.8151,-7.0190,4.6996,16.9066,2
9.7489,-5.1613,-2.5824,0.6103,5.8593,5.4321,2
6.5048,-3.9320,-2.9084,-10.0097,19.8974,-4.3945,2
5.4568,-3.3355,-3.1417,-17.3949,33.8744,2.5024,2
8.1906,-3.8309,-5.6452,-1.1596,13.8549,11.1694,2
9.5826,-4.9962,-3.7441,13.1225,8.2397,4.2114,2
8.8785,-5.2510,-3.2787,13.1225,0.6713,-26.1229,2
8.5794,-3.9421,-3.5503,10.5590,-8.3617,-29.2968,2
8.4299,-3.9074,-3.4354,6.5307,-17.0897,-29.0526,2
7.7186,-3.1238,-2.7296,11.5356,-26.6112,-25.1464,2
6.8081,-2.7122,-3.0556,16.2963,-45.5931,-21.6063,2
6.3834,-2.3395,-2.9240,18.4325,-59.8753,-16.1132,2
7.6600,-2.0386,-3.6227,21.8505,-56.8235,-15.4418,2
7.6002,-2.1332,-3.1004,29.3578,-37.7196,-14.7094,2
7.5409,-2.0679,-2.3162,33.4471,-28.7474,-9.3993,2
8.1481,-1.7353,-1.8173,35.2171,-30.8226,3.3569,2
9.0227,-1.6145,-1.6624,41.8700,-25.6957,9.8876,2
10.5990,-2.2097,-1.0426,37.2923,-18.8598,8.9721,2
10.1994,-2.1924,0.9020,24.2919,-5.0659,3.1738,2
10.1282,-1.2041,-1.3357,4.2114,-11.1083,-4.2724,2
10.9531,0.9906,-2.8127,-5.4931,-16.2963,-20.7518,2
10.4069,-2.7900,-2.2480,3.6010,7.2631,-10.1318,2
12.5563,-4.6091,0.8111,22.4608,14.2211,-1.4038,2
11.7750,-2.4352,0.4941,12.2680,10.8642,-29.1747,2
9.6287,-1.0169,-2.1643,-4.9438,14.9535,-26.1840,2
9.1806,-2.9641,-4.0372,-9.0942,3.9062,-27.9540,2
8.8480,-3.8967,-4.7359,0.6103,-6.7138,-12.3901,2
7.2071,-3.1160,-5.2570,0.4882,-3.0517,-15.5028,2
6.4845,-3.4552,-4.5918,-10.0707,2.6245,-29.1747,2
7.8771,-4.6522,-3.8105,-4.8217,16.2353,-24.7191,2
9.7423,-3.9924,-4.0935,0.8544,27.2216,-20.5077,2
9.7794,-2.6859,-4.6169,-1.0375,34.6678,-8.3617,2
10.2490,-1.8604,-3.6915,-4.8828,40.2831,1.5258,2
9.7298,-2.5040,-2.9030,-12.0238,25.2074,16.7235,2
8.9898,-2.9850,-2.7535,-14.8925,10.5590,27.5878,2
7.9579,-3.3589,-2.3359,-12.7563,0.6103,35.7054,2
7.3633,-3.5443,-1.9310,-11.5966,4.9438,41.7479,2
6.9738,-3.4007,-2.1373,-10.0097,2.0141,41.3817,2
6.8793,-2.9120,-1.4614,-11.4135,15.3808,33.0199,2
6.7800,-2.5322,-1.1102,-15.7470,18.1884,19.2870,2
6.6610,-2.3826,0.9068,-18.3715,11.2304,14.8315,2
6.8147,-2.2295,0.3176,-24.5360,-4.0893,5.9814,2
8.3407,-1.9956,0.8979,-22.5829,-13.6108,3.4789,2
9.3290,-2.8181,-1.8448,-17.6391,-15.6249,1.9531,2
9.8464,-3.2518,-2.1972,-11.1694,-12.2680,-1.2817,2
11.4317,-3.5018,-1.5349,-2.0751,-3.0517,3.2348,2
12.0562,-2.4640,0.1854,-6.5917,13.7939,2.1362,2
11.5292,-1.2329,0.8727,-5.8593,13.5497,3.9062,2
11.2175,-2.8983,-1.5906,-1.5869,5.3710,22.7050,2
10.4943,-3.8967,-1.6127,-11.4745,15.5028,14.9535,2
11.1439,-4.5942,-1.1437,-2.1972,-5.6152,19.4701,2
11.2014,-5.3856,-1.9118,0.8544,3.8452,9.9487,2
7.8556,-3.3074,-2.8378,-9.8876,14.6484,-9.7656,2
6.3936,-4.3387,-3.1770,-22.7660,21.9725,-5.1879,2
7.2269,-3.0861,-4.2011,-11.7797,1.4038,11.2304,2
8.8283,-2.8773,-5.1397,0.4272,10.6200,15.8690,2
8.9934,-4.3860,-3.4450,1.5258,14.1601,-9.0942,2
8.7637,-5.4478,-3.2949,0.9765,7.0800,-23.3153,2
9.0699,-4.3375,-3.0699,1.5258,-8.7280,-25.6347,2
8.9856,-3.6520,-2.8600,8.1786,-20.9350,-25.2074,2
8.0889,-2.6374,-2.9862,11.0473,-29.6630,-25.1464,2
7.2101,-2.3617,-2.8408,10.8642,-44.7386,-16.7846,2
6.5994,-2.1254,-2.9168,14.5263,-48.1566,-15.1977,2
7.5499,-2.1499,-3.2895,17.8222,-43.3958,-13.6718,2
7.4973,-2.1493,-2.9204,26.0009,-30.8226,-8.9111,2
7.1300,-2.1439,-2.0913,31.6771,-28.1981,-2.6855,2
7.7898,-1.6719,-1.7665,38.3299,-20.4467,4.8217,2
8.8079,-2.0644,-1.5535,41.0765,-6.3476,8.9721,2
9.8991,-2.2947,0.7770,32.3485,-3.2958,8.4228,2
10.0588,-1.9262,-1.0331,16.8456,3.6010,0.9765,2
10.8185,0.7471,-2.6883,-1.3427,-13.7328,-5.3100,2
10.3974,-1.8993,-2.3850,-17.4560,-6.8359,-17.0287,2
11.1780,-4.1407,-1.9280,1.8310,-4.0283,0.5493,2
12.4115,-2.9641,0.2231,4.1503,-4.9438,-4.5776,2
11.1170,0.4618,-1.2532,-4.8828,-3.9062,-28.0150,2
9.4175,-1.5774,-2.7032,-6.7748,-4.2724,-20.8129,2
9.2985,-3.6370,-5.6422,0.4272,-16.2963,-5.6152,2
9.4139,-3.4791,-5.8642,-3.5400,-11.2914,-3.8452,2
7.5990,-3.4929,-4.4721,-11.7187,4.0893,-14.7094,2
6.2279,-4.0085,-3.6430,-9.7656,26.0619,-19.2870,2
7.8029,-3.5676,-3.7417,-7.5683,25.3295,-12.8783,2
9.5425,-2.4149,-4.4099,0.7934,24.5971,-8.0566,2
9.9547,-2.4526,-4.7545,-7.1410,25.8788,5.6152,2
9.6741,-2.8540,-3.8416,-10.4369,29.7850,12.0238,2
8.9682,-3.0382,-3.0705,-14.2211,20.2025,16.5404,2
8.4951,-3.0687,-2.7493,-14.8315,17.1508,21.9115,2
7.8622,-3.2416,-2.5100,-13.1225,10.9252,31.8602,2
7.5816,-3.5419,-2.6614,-10.6200,24.9022,36.9872,2
6.9966,-3.0598,-1.7228,-13.9159,6.1645,31.4940,2
6.7746,-2.7702,-1.5918,-16.1132,4.0283,27.8929,2
6.6197,-2.3264,-1.3722,-21.9115,3.2958,18.8598,2
6.7375,-2.4592,-1.2741,-21.1181,3.8452,13.7939,2
7.2000,-2.6333,0.9242,-18.6156,-7.6904,2.5634,2
8.6279,-3.1549,-1.3854,-13.1225,-3.9672,-5.1269,2
8.8133,-3.4827,-1.6797,-6.8969,-6.3476,-10.8031,2
9.6993,-3.1669,-2.5160,7.8124,-2.9296,-5.3100,2
12.2656,-2.9772,0.3224,5.2490,1.5258,-5.0659,2
11.8097,0.9834,0.0849,1.4648,3.5400,3.2958,2
11.6291,0.6053,0.9912,-9.0331,10.9252,13.9159,2
11.1673,-4.0695,0.4893,-21.2401,28.9305,28.2592,2
9.4654,-4.2436,0.9906,-5.0048,2.0141,21.8505,2
11.3437,-6.1854,-2.9258,8.1786,-16.4184,31.1888,2
11.1068,-6.4833,-3.6047,9.6435,3.0517,10.4980,2
7.0402,-4.3148,-2.9270,0.8544,16.7235,-11.8407,2
5.6775,-3.2081,-3.0131,-8.6059,20.2636,-19.0429,2
6.9098,-3.3786,-4.3052,4.3945,4.4555,0.5493,2
9.2697,-4.2209,-3.6831,14.8925,0.4272,6.0424,2
8.8654,-4.8717,-3.2004,20.5687,-4.6996,-19.2260,2
9.0867,-3.9122,-4.1001,16.1132,-12.6952,-25.9398,2
9.4343,-3.7555,-3.4983,11.7187,-9.2773,-23.7426,2
8.8205,-3.5078,-2.8995,11.6576,-24.7191,-25.4515,2
7.6217,-2.7475,-3.0687,11.2304,-35.7665,-24.5360,2
6.9900,-2.3383,-3.4731,9.3383,-51.2083,-16.2353,2
6.3385,-1.9722,-3.3367,8.3617,-51.3914,-12.3901,2
7.3471,-2.5286,-3.6867,12.7563,-44.4334,-9.9487,2
7.2484,-2.3138,-3.2973,17.7001,-29.6019,-6.5307,2
7.0444,-2.1756,-2.7457,22.3388,-23.0101,-1.0375,2
7.7940,-2.1978,-2.7750,26.0009,-10.9252,7.6293,2
8.5764,-1.9956,-2.0823,29.1747,-1.6479,9.0942,2
9.7166,-2.5633,-1.4937,26.4281,5.5541,10.9862,2
9.6358,-2.4502,-1.1353,17.7611,11.9628,6.5307,2
11.2145,-1.5445,-2.3557,0.9765,-2.0141,-4.1503,2
11.5447,-1.2819,-2.7098,-13.2445,-1.4038,-30.5785,2
10.3028,-3.6358,-1.6965,4.6996,1.3427,-9.5214,2
12.5066,-3.8195,-1.2687,15.4418,-8.7280,-3.4789,2
11.3671,-1.7928,-1.6073,10.0097,-1.7700,-28.3202,2
9.2584,-2.4634,-2.7505,12.7563,-1.0986,-19.3480,2
8.9007,-3.5264,-4.6408,20.8129,-10.3149,-12.2680,2
8.8588,-3.3308,-4.8047,20.0194,-7.3242,-8.1786,2
7.3112,-2.1643,-4.9100,6.9579,0.6103,-19.3480,2
6.6053,-2.6554,-4.3543,1.1596,15.5028,-26.7333,2
7.9824,-4.3220,-3.2159,2.3193,21.8505,-22.2167,2
9.3637,-3.5581,-4.4823,6.3476,25.6957,-16.4184,2
9.9517,-2.7445,-4.3256,7.0800,29.4188,-4.2114,2
10.3758,-2.7529,-3.5641,3.9062,29.2357,2.4414,2
9.9972,-2.7888,-3.1190,0.4882,26.0009,14.6484,2
8.8091,-2.7164,-2.6524,-3.1127,17.5170,20.9960,2
7.8047,-2.8677,-2.1337,-4.7607,16.8456,30.8837,2
7.1479,-3.2739,-1.7832,-6.2255,12.8783,39.1234,2
7.2418,-3.3098,-1.7024,-8.1176,15.8690,38.7572,2
7.0337,-2.9030,-1.4219,-16.1742,17.2729,28.6864,2
7.0432,-2.5399,-1.0396,-18.1884,2.7465,22.7050,2
6.8315,-2.8360,0.9206,-22.7050,1.7089,14.1601,2
7.1952,-2.9563,0.5533,-27.2216,-1.2207,8.2397,2
8.2474,-2.5728,0.8895,-30.7006,-7.9955,4.8217,2
9.6065,-2.3395,-1.3716,-32.1654,-14.1601,0.1831,2
9.6699,-3.4486,-2.5872,-23.1933,-15.1366,-8.6669,2
10.8000,-5.0500,0.8470,0.9155,-2.1362,-6.2255,2
12.4851,-3.0729,0.8225,-4.2724,20.6908,2.9907,2
12.5240,0.1387,0.6137,-16.2963,36.6820,3.1738,2
11.5639,0.4103,-1.9381,-22.0336,31.4940,12.6342,2
10.4159,-4.5433,-1.4111,-32.6537,23.3153,21.0570,2
10.5744,-5.8444,-2.3353,-6.4697,-1.2207,22.8881,2
11.6739,-6.6520,-2.8893,7.0800,-4.6386,22.2167,2
8.0494,-3.0693,-1.5637,-1.1596,18.0663,2.6855,2
5.7948,-2.5794,-2.1571,-22.0336,19.2260,-14.7094,2
5.3623,-2.4795,-3.5497,-29.6630,25.5736,-11.1694,2
9.4378,-3.7674,-5.2319,0.6103,3.9062,12.6952,2
9.4833,-4.4339,-3.8656,13.9770,22.3388,-10.1318,2
8.9856,-4.3124,-2.7661,9.3993,12.6342,-26.4281,2
9.4917,-4.0540,-3.2548,0.5493,1.9531,-26.1840,2
9.3756,-3.8961,-2.7224,1.3427,-11.9628,-25.5126,2
8.8103,-2.7194,-2.8295,4.2724,-32.2264,-20.8739,2
7.8412,-2.0261,-3.3409,4.2114,-45.3490,-17.5170,2
6.6526,-2.0668,-3.3876,2.7465,-51.5135,-11.9018,2
7.1353,-2.4484,-3.4959,8.3007,-46.2645,-8.6059,2
7.3052,-2.6249,-3.0125,20.7518,-34.4847,-4.5776,2
6.9134,-2.1475,-2.0823,29.1747,-32.7147,1.0375,2
7.3310,-1.8418,-2.1744,43.2127,-31.4940,8.3617,2
8.2325,-1.8831,-1.5840,47.9124,-23.0101,10.9862,2
9.6335,-3.0340,0.9020,49.4383,-11.4745,9.7656,2
9.8051,-2.5202,0.8787,34.9120,5.0048,1.9531,2
10.9387,0.4588,-2.9306,17.5170,-9.8266,-5.6152,2
11.6010,0.0430,-2.5495,-9.9487,5.3710,-27.2826,2
11.7026,-3.3792,0.8033,-5.7372,15.9911,-16.7846,2
12.8368,-3.1286,0.0065,5.4321,1.7089,-12.5121,2
10.8634,-1.8675,0.6293,1.8920,3.6621,-25.2074,2
9.4217,-2.2917,-3.9577,1.7089,-7.6904,-15.6859,2
9.4390,-2.9318,-5.5639,0.5493,-10.1928,-7.6293,2
7.6683,-2.4957,-4.6707,-12.2680,-3.6010,-14.7704,2
6.2781,-3.5521,-3.8039,-13.0004,26.0619,-19.4091,2
7.8646,-3.6089,-3.0849,-13.7939,32.7147,-14.0380,2
10.3136,-3.1184,-4.1060,-15.1366,31.3109,-15.8690,2
10.2329,-3.1064,-4.4368,-7.5683,36.5599,-7.9955,2
9.9314,-3.8171,-3.1998,-6.8359,33.9354,4.8217,2
