ax,ay,az,gx,gy,gz,activity
9.0382,0.8452,-1.6229,-36.8651,3.7231,7.7514,2
10.4931,-1.0181,-1.4069,-40.8324,9.3993,0.9155,2
11.3132,-1.5780,0.9451,-31.1278,9.0942,0.5493,2
11.1104,-1.2257,0.8368,-28.7474,13.1835,0.1831,2
10.7072,0.2249,1.0348,-25.8788,21.4232,11.1083,2
12.2386,0.2195,0.5341,-9.2162,7.6293,29.6630,2
10.8083,-2.1206,0.7124,-12.1459,10.9252,18.1273,2
11.6488,-3.1878,-2.1320,-2.9907,-1.6479,12.1459,2
11.7744,-3.3314,-2.6703,-2.3803,18.4936,1.4038,2
8.2265,-3.3589,-2.5058,-6.1645,15.3808,-6.7748,2
6.7734,-3.1752,-2.3126,-7.7514,19.5312,7.5073,2
8.1062,-1.4739,-3.6759,6.4086,19.5922,23.7426,2
10.0642,0.9924,-4.0079,15.6859,21.6063,12.2069,2
9.5946,-2.0488,-2.5914,10.6811,11.2914,-6.4697,2
9.0939,-2.2313,-2.4203,7.4462,-1.8310,-18.1273,2
9.0299,-2.7714,-2.0075,7.6293,-27.0995,-26.4281,2
8.6345,-2.2917,-1.6277,15.0756,-34.6068,-26.9774,2
8.1750,-1.5906,-2.0261,27.9540,-50.1707,-21.4843,2
7.7934,0.7663,-2.5669,33.0199,-60.9129,-14.8925,2
8.1738,0.5060,-2.9054,35.7665,-59.6311,-10.9252,2
8.7714,0.5904,-2.9647,32.5926,-44.6776,-10.3759,2
8.3443,0.5102,-2.1481,31.3719,-30.5785,-9.6435,2
8.1164,0.3529,-1.6492,28.1371,-23.4984,-1.7700,2
8.6045,0.1100,-1.6271,27.5878,-16.9066,8.2397,2
9.3702,0.0538,-1.5164,26.1840,-9.7045,13.4277,2
10.2574,0.6352,0.4103,21.3012,2.9296,8.9721,2
9.7561,0.4582,0.5407,13.4277,8.5448,4.8828,2
10.6707,0.5497,-2.2019,-3.4179,-5.1269,-4.5165,2
10.4596,0.1316,-1.2705,-8.1786,4.8828,-23.7426,2
10.4925,-3.0275,0.6819,13.2445,6.8359,-12.3290,2
11.4263,-2.5208,0.6281,40.8934,0.3051,-7.2021,2
12.1704,1.1994,-1.4398,30.8226,-14.0990,-29.1747,2
10.1826,0.0352,-1.9561,12.5121,-4.6386,-34.9730,2
10.4536,-1.4350,-3.3332,18.4325,-17.5170,-23.1322,2
9.6514,-2.0979,-4.5667,27.2216,-20.6298,-22.0946,2
7.8867,0.6430,-5.4783,17.3339,-18.3715,-11.7187,2
8.7110,-1.6582,-3.6951,4.9438,2.9296,-14.9535,2
10.0468,-3.5198,-3.4683,-4.3334,19.6532,-17.2118,2
10.4829,-1.2640,-4.0366,-3.8452,40.5882,-13.3056,2
9.2345,0.7621,-3.1052,-9.4604,54.9314,-4.1503,2
9.7046,0.7764,-1.9974,-12.6952,43.9451,8.3007,2
9.1776,-1.0671,-2.0811,-19.1039,24.7802,17.5170,2
8.5698,-1.1862,-2.0769,-19.4701,12.0849,24.2308,2
8.3808,-1.9435,-1.7808,-22.3998,12.1459,32.3485,2
7.7132,-2.4155,-1.0869,-21.6674,11.8407,33.3251,2
7.1964,-1.4793,0.9834,-21.6674,19.7753,28.6254,2
7.5308,-1.1282,-1.0695,-29.2357,8.8500,20.3246,2
7.4572,-1.2502,-1.0283,-32.7757,0.6103,18.1884,2
7.2364,-1.2257,0.5760,-36.7430,-12.0238,11.4745,2
8.0087,0.6095,0.2009,-36.3768,-15.5028,6.4697,2
9.0490,0.3296,-1.1288,-34.1185,-9.5824,4.8828,2
9.6999,-1.3154,-1.2927,-30.6395,0.1831,-1.2817,2
10.7174,-1.9956,-1.3058,-23.2543,0.6713,6.7748,2
11.6709,-1.2023,0.2703,-26.7943,0.8544,8.5448,2
12.2596,0.2769,0.9284,-28.0760,12.8783,13.7328,2
12.1764,0.1788,-1.8975,-22.3998,17.5170,20.5077,2
10.3531,-1.2628,0.4348,-22.5219,-16.0522,22.7660,2
11.5447,-4.5421,-3.0562,-8.8500,1.6479,23.0712,2
12.8279,-5.7954,-3.7375,7.3242,25.5736,11.5966,2
9.0424,-2.8229,-1.2329,-1.2817,11.4135,0.2441,2
5.0428,-1.3405,-2.4945,-23.1322,15.3808,-15.2587,2
6.9254,-1.8000,-3.9840,-10.3759,12.5121,9.5824,2
11.3856,-3.1603,-3.2398,8.7280,30.1512,13.4277,2
10.6636,-3.0622,-3.0843,23.0712,7.9955,-21.3622,2
9.2482,-2.0368,-2.8504,13.6108,-2.3803,-28.5643,2
9.0987,-2.9653,-2.0015,13.3056,-22.0336,-24.2919,2
8.9970,-2.6416,-1.8131,16.0522,-37.7806,-19.5922,2
8.4418,-1.2376,-2.6662,22.8881,-38.7572,-20.0194,2
7.8993,0.8937,-3.0029,30.2123,-50.9642,-13.7939,2
7.8418,0.7585,-2.8977,27.3436,-53.5276,-8.6059,2
7.9603,0.8237,-2.4496,24.7191,-32.8978,-9.3993,2
7.5810,0.7345,-1.8592,26.4891,-18.4325,-3.1127,2
7.7718,0.8165,-1.4201,27.6488,-17.0287,5.2490,2
8.1714,0.7339,-1.1784,35.0951,-11.1694,11.6576,2
8.9898,-1.2221,0.6436,37.3534,-7.3852,10.6200,2
9.9385,0.9188,-1.3776,31.3109,-12.5121,4.8828,2
10.5631,0.4642,-1.7563,20.5077,-5.7372,5.1879,2
11.9802,0.2871,-1.7048,7.3242,-17.2729,-13.1835,2
10.1342,0.1758,0.3355,1.0375,0.4882,-26.9164,2
10.8640,-1.7276,0.0963,16.7235,-2.5024,-18.0663,2
12.0735,0.0161,0.2297,23.3153,-8.4838,-22.8881,2
10.2376,1.1114,-1.4739,12.8173,-5.7372,-33.1420,2
9.7531,0.0053,-3.1531,10.0707,-9.3383,-21.2401,2
11.0763,-1.9591,-4.2897,12.5732,-22.6439,-21.4843,2
9.7351,-1.4518,-4.2364,9.0331,-5.3710,-31.4330,2
6.8829,-1.2287,-4.1431,2.1972,8.7280,-23.9257,2
8.2510,-2.1361,-3.4109,-3.4789,10.4980,-14.5873,2
10.8167,-2.0249,-4.1724,-11.4745,18.3104,-20.8739,2
9.9894,-1.1413,-3.9553,-6.9579,36.7430,-17.5780,2
9.8303,-1.2909,-3.1292,-8.0566,40.2831,1.8920,2
10.3088,0.8691,-2.5812,-12.2680,29.9071,11.7797,2
9.3391,0.8386,-2.4945,-15.1366,15.8690,22.3998,2
8.6542,-1.1844,-2.5250,-21.7894,16.9066,30.2733,2
7.8089,-1.9339,-1.7665,-25.5126,18.3715,35.0951,2
7.3651,-2.1900,-1.3274,-22.5829,18.4936,36.9261,2
7.3734,-1.6217,-1.3405,-22.7050,14.8315,31.7992,2
7.5188,-1.2508,-1.2179,-33.0809,7.5073,19.4701,2
7.1581,-1.0965,0.8386,-40.0999,-4.6386,10.6200,2
7.7838,0.5659,0.0729,-44.2503,-7.2021,6.3476,2
8.4281,0.2183,0.1686,-42.0531,-16.1132,2.0141,2
9.0658,0.5623,-1.2131,-36.3158,-6.1645,1.8310,2
10.5254,-2.1954,-2.1164,-26.9774,-9.3993,-1.7089,2
11.1637,-2.2534,0.8991,-17.4560,-2.5634,4.3945,2
12.1675,0.0215,0.4079,-19.4091,2.3193,12.0849,2
12.0538,0.5569,0.4683,-17.0897,18.0663,15.3808,2
10.5451,0.1465,0.7716,-21.7284,67.8098,19.4091,2
9.9056,-1.7114,-1.7736,-15.7470,-2.1362,22.7050,2
11.5657,-3.9798,-3.0346,3.7841,0.6713,20.5687,2
11.7595,-4.1635,-3.1746,16.0522,11.7797,10.1318,2
8.7308,-3.4283,-1.6157,8.4228,7.2021,1.0986,2
5.6668,-2.1302,-2.0416,-6.6528,28.6864,-3.2348,2
9.1561,-1.4051,-4.1246,4.9438,24.3529,11.7797,2
11.0303,-1.9549,-3.9308,25.4515,11.8407,-1.9531,2
9.8769,-2.5339,-2.3120,22.7660,1.4648,-17.4560,2
9.6783,-2.0081,-2.6733,18.7377,-23.6815,-21.7894,2
9.3601,-2.6817,-2.2564,16.4184,-28.0150,-21.1791,2
8.8055,-1.8550,-2.0620,23.3764,-28.4423,-20.7518,2
8.1852,-1.2173,-2.6428,33.9354,-37.5365,-20.9350,2
7.3399,0.5814,-2.7948,35.7054,-44.0062,-12.5732,2
7.9890,0.5449,-2.8965,34.7289,-42.9076,-7.2631,2
8.2139,0.5300,-2.4287,32.2264,-27.9540,-10.0097,2
8.1888,0.4283,-1.6037,29.0526,-19.1039,-2.5024,2
7.9675,0.4151,-1.2849,30.2123,-15.1977,5.7983,2
8.6721,0.3337,0.9846,33.7523,-13.9159,12.0238,2
9.2524,0.7932,0.5491,35.6444,-1.0986,16.4794,2
10.0893,0.3948,0.2554,33.0809,-4.0283,11.7797,2
9.8985,0.2201,-1.2652,16.6015,-6.2255,2.9296,2
10.8939,0.1746,-2.6267,-3.1127,-20.1415,-16.8456,2
10.0085,0.6963,0.9523,-8.3617,-1.0375,-25.2684,2
10.5565,-1.9585,0.3714,15.0756,1.6479,-16.0522,2
11.4771,0.6699,0.4049,16.9677,-10.5590,-23.3153,2
10.8831,1.1551,-1.5553,12.2680,-6.7138,-31.7992,2
10.4871,0.2673,-3.0305,1.7700,-15.5639,-22.7660,2
10.8640,-2.3563,-4.7766,2.7465,-20.5077,-18.7987,2
9.5970,0.7597,-5.1846,2.8076,-23.8036,-21.4232,2
7.8574,-1.0965,-4.2466,-7.2021,5.7372,-14.5263,2
8.5806,-2.2462,-2.6333,-8.9721,16.1742,-13.6108,2
9.9529,-2.2115,-3.1603,-20.9350,23.0101,-19.4091,2
10.0295,0.7980,-4.3136,-17.7611,27.7098,-15.3808,2
9.7346,-1.2753,-2.8654,-19.2870,37.6585,-1.5869,2
9.6945,-1.1006,-2.6590,-21.2401,29.1136,10.8642,2
9.0484,-1.3268,-2.5830,-21.1181,21.3622,21.0570,2
8.2570,-1.7425,-2.6177,-20.4467,15.3197,29.2357,2
7.6995,-2.2175,-1.9537,-18.6156,15.0756,36.0716,2
7.7312,-2.4317,-1.3896,-9.3993,12.4511,37.6585,2
7.6343,-2.0548,-1.2747,-15.9911,22.0946,25.8178,2
7.4362,-1.3633,-1.4446,-17.3339,-1.2207,21.3622,2
7.5074,-1.2167,-1.2275,-21.3622,-7.6293,13.4277,2
7.4344,-1.0438,0.4414,-23.4374,-12.8173,13.3666,2
8.5818,0.2482,0.4426,-21.2401,-17.9442,10.0097,2
9.3056,0.5539,-1.5212,-21.5453,-1.5869,7.3852,2
10.6031,-1.1102,-2.1427,-24.5971,0.2441,-2.3803,2
10.8849,-1.7910,-1.6498,-20.9960,13.0004,-3.5400,2
12.0388,0.3613,0.7884,-23.2543,9.0331,4.1503,2
11.1900,0.9164,0.9278,-19.8974,23.4984,16.2963,2
11.8468,0.1417,0.4307,-16.1132,31.7381,26.6112,2
10.8173,-1.8227,-1.5248,-15.9301,-5.0048,24.4139,2
10.6474,-3.1932,-2.1194,0.3051,4.6386,22.7660,2
11.6680,-3.8422,-2.7511,5.3710,13.4887,9.9487,2
8.0321,-2.8468,-2.2289,-5.3710,13.3056,-8.4838,2
6.8201,-2.5220,-2.5722,-15.3197,28.9305,0.5493,2
8.9575,-1.5708,-3.7806,-4.2114,25.0853,15.8080,2
10.6037,-1.5960,-4.0875,8.7890,16.8456,4.8217,2
9.7346,-2.6919,-2.7421,3.1738,3.6621,-16.0522,2
9.4325,-2.7200,-2.5531,0.1831,-17.5780,-21.2401,2
9.3595,-3.1190,-1.9645,3.2958,-29.9071,-18.9818,2
8.8540,-2.1326,-2.1810,9.2773,-32.7147,-18.2494,2
8.0638,-1.3507,-2.5728,19.5922,-41.1986,-19.4091,2
7.1982,-1.1700,-2.8504,25.4515,-42.4193,-9.6435,2
7.8957,0.8841,-2.8043,24.5360,-43.7010,-7.9345,2
8.5238,0.8350,-2.6871,25.5126,-26.1229,-9.2162,2
8.0530,0.6233,-1.7922,25.6347,-19.6532,-8.0566,2
7.9136,0.6251,-1.4817,26.4281,-15.1366,2.3193,2
8.1828,0.6221,-1.0576,31.9823,-16.8456,13.0004,2
9.7028,-1.0145,0.7160,36.0716,-13.8549,15.1977,2
10.0971,-1.2867,0.5958,28.9916,-9.2162,7.3852,2
10.2065,0.4929,-1.3489,18.9818,-3.9062,5.1879,2
11.8420,1.1461,-2.3024,-4.8217,-15.0756,-25.6957,2
10.1545,0.1776,0.7238,-17.3339,7.7514,-42.7244,2
10.4476,-1.1850,1.1724,-2.4414,19.0429,-28.2592,2
11.9156,0.3391,0.3385,3.6010,-13.3666,-26.4891,2
10.2945,0.3200,-3.0999,6.7748,0.5493,-27.5878,2
10.4010,-1.9405,-4.3136,11.2304,-7.9955,-14.7704,2
11.1415,-2.3874,-4.1407,16.6015,-6.9579,-23.4374,2
7.0983,-1.0384,-4.1766,15.7470,11.2914,-16.3573,2
8.5734,-1.4620,-3.4031,3.3569,22.2167,-15.8690,2
11.8217,-2.5956,-2.6841,-1.1596,27.8929,-20.6908,2
10.8460,0.9200,-3.6167,-6.4086,35.2782,-27.2216,2
9.8530,0.5820,-3.2476,-9.5214,47.3021,-6.2866,2
10.1252,-1.1024,-2.6135,-6.3476,33.8133,10.8031,2
9.2368,-1.1527,-2.2576,-9.7045,16.1742,22.9491,2
8.5375,-1.0845,-2.2289,-13.0614,13.1225,31.9213,2
7.4368,-1.5780,-2.0440,-21.4843,27.0385,36.1937,2
6.7160,-2.2630,-1.3818,-24.0477,3.1127,38.0248,2
6.5252,-2.0697,0.7489,-24.4750,5.8593,33.6913,2
6.9505,-1.6313,0.8338,-21.1181,0.3051,21.4843,2
6.9894,-1.2221,0.9266,-22.1557,-6.0424,12.4511,2
7.1060,-1.2723,0.3421,-26.0619,-12.2069,5.0659,2
7.6348,0.8554,0.6023,-27.4047,-20.3246,6.1034,2
10.0983,0.5443,-2.2887,-26.2450,-15.5028,6.6528,2
11.3084,-1.0618,-1.4560,-36.8041,-7.3242,-9.3383,2
11.7302,-2.2767,-1.0588,-25.0853,3.8452,-5.5541,2
12.1645,-1.2765,1.3962,-15.9911,10.6200,5.7372,2
11.4215,0.1824,0.8877,-9.2162,22.0946,18.8598,2
12.3188,0.2721,-1.6677,-4.0283,29.7850,28.7474,2
10.1467,0.6358,0.2165,-13.0004,-16.8456,27.8319,2
10.4279,-3.7686,-1.6253,2.0751,3.7841,24.6581,2
11.4574,-3.7118,-2.5944,0.6103,8.6059,8.2397,2
9.3026,-3.3798,-2.2965,0.4272,5.7372,-2.5634,2
7.1766,-2.3539,-2.3264,-6.3476,5.0659,5.5541,2
7.0743,-1.6618,-3.8321,1.9531,28.3812,12.0849,2
10.3998,-1.3286,-4.2963,13.3666,23.1933,5.8593,2
9.7005,-3.0053,-2.1738,7.9955,16.7846,-14.1601,2
9.8380,-2.6189,-2.0075,2.9296,-18.8598,-22.2167,2
10.1497,-2.7768,-1.7874,1.0375,-29.6019,-19.7753,2
9.9750,-2.1218,-2.0069,4.7607,-50.7200,-21.1181,2
8.6345,-1.1066,-2.6057,10.3149,-60.1194,-20.0805,2
7.1515,0.9738,-2.4376,14.2821,-69.0916,-14.5873,2
7.1204,0.9786,-2.9126,14.4652,-60.4856,-8.3617,2
7.7156,0.9469,-2.9282,15.5639,-46.7528,-7.6904,2
7.0295,0.8536,-2.2055,17.3949,-32.2264,-3.5400,2
7.0067,0.7345,-1.8999,22.2167,-26.9774,12.6952,2
8.1762,0.4510,-1.9674,27.5267,-22.7050,19.8974,2
8.7798,0.5288,-1.8520,28.5033,-7.7514,19.1039,2
10.1018,-1.4841,-1.7670,16.2353,0.0610,17.8222,2
10.2658,0.7884,-1.3992,1.5258,10.1928,13.7328,2
11.3425,0.1124,-3.0885,-12.6952,-11.1694,-13.0004,2
11.0440,-1.7994,-1.4093,-14.2821,-6.3476,-27.8929,2
11.4233,-3.8129,0.2009,20.0194,8.6669,-18.4936,2
12.0550,-1.8975,0.3529,42.0531,-4.3945,-27.8929,2
10.4787,0.1453,-2.8929,40.2220,-6.0424,-35.2171,2
9.9780,0.7716,-4.2915,31.3719,0.4272,-28.7474,2
9.9481,-2.2582,-4.7192,34.0575,-4.8828,-28.4423,2
6.8937,-1.7383,-4.9178,43.3958,4.8217,-19.7143,2
6.8668,-1.5254,-4.5451,24.7802,5.4321,-21.6674,2
9.5922,-2.2043,-3.4624,21.7284,12.8173,-21.7284,2
10.1228,-2.3952,-3.7148,11.7187,22.8270,-22.1557,2
9.6454,-1.2406,-4.0301,10.4980,26.3060,-11.6576,2
9.3984,-1.2520,-2.8899,6.7748,26.7943,0.0610,2
9.3864,-1.1084,-2.6057,4.8828,14.4042,11.5356,2
9.2291,0.8249,-2.2181,-1.5869,12.2680,15.4418,2
8.4933,-1.3788,-1.9794,-11.9628,21.7284,22.2167,2
7.9363,-2.1122,-1.7108,-15.0756,11.9628,26.8554,2
7.5529,-1.9818,-1.1670,-14.6484,8.1786,27.5267,2
7.1898,-1.5637,0.9044,-15.9301,0.4272,24.4750,2
7.3369,-1.2346,-1.2364,-20.6298,-2.6855,20.4467,2
7.5451,-1.1676,0.9349,-31.2499,-7.2631,19.0429,2
7.7671,-1.0223,0.7489,-34.2406,-13.1835,15.7470,2
9.0921,0.5150,-1.6546,-32.2264,-11.0473,10.4980,2
9.1148,0.8937,-2.2468,-30.7616,-2.6855,0.5493,2
10.6881,-2.2887,-2.2307,-28.0760,0.8544,0.3051,2
11.7966,-2.6745,0.3212,-21.7894,13.1835,4.3945,2
11.9653,0.1190,1.1437,-30.0902,15.8080,7.2631,2
11.3790,1.3639,0.8650,-31.6771,19.1649,13.4887,2
11.1475,0.3607,-1.0366,-32.8978,7.8124,18.7987,2
10.4464,-3.5856,-3.0789,-27.4047,-13.6108,14.0380,2
11.8642,-5.8331,-3.6047,-5.0659,20.8129,11.0473,2
10.4189,-4.7736,-2.4251,-1.5258,29.5409,2.8076,2
6.5210,0.8931,-1.8915,-15.9301,12.5121,-7.7514,2
5.6129,0.6478,-3.3481,-28.5643,29.2357,0.8544,2
9.7944,-2.5806,-5.1529,-18.0663,21.6674,18.6767,2
10.7527,-3.2524,-3.7010,7.0800,17.0897,1.5869,2
8.9078,-3.1310,-3.0825,5.3100,3.7841,-22.0336,2
9.7411,-3.0496,-2.6458,6.6528,-7.9955,-23.4374,2
9.4097,-3.2398,-2.1469,7.3852,-26.3671,-24.0477,2
8.8833,-1.8544,-2.5669,12.2680,-30.7006,-21.8505,2
8.0727,0.9122,-3.5676,26.6112,-51.6966,-20.9960,2
7.4392,0.8422,-3.3571,25.3295,-48.0955,-11.1694,2
7.4997,0.8530,-3.0155,22.4608,-41.1986,-10.6200,2
7.8520,-1.0366,-2.6949,23.9257,-27.5878,-5.0048,2
7.5314,0.9774,-2.0901,25.4515,-20.8739,0.8544,2
7.9405,0.4402,-1.7473,29.7850,-17.6391,11.5966,2
8.5950,0.4450,-1.2789,35.0340,-4.7607,15.0146,2
9.5868,0.5700,0.5952,31.9823,2.6855,12.3290,2
9.8177,0.6358,-1.4937,17.5780,8.1176,5.1879,2
10.5278,0.0077,-2.2205,2.6855,-1.2817,2.3193,2
10.2101,0.1609,-2.0512,-10.4369,-24.1698,-21.3012,2
10.3274,-1.7240,-1.3028,6.1645,-1.0375,-10.8031,2
12.4223,-1.8299,0.1220,23.3153,5.2490,-11.5966,2
11.4460,0.4205,-1.0181,17.3339,-1.6479,-35.4613,2
10.4099,0.3690,-2.0291,9.1552,2.4414,-36.8041,2
10.1611,0.8572,-3.4785,7.2021,-3.2958,-29.7850,2
10.0672,-2.4185,-4.4434,23.7426,-1.9531,-21.4843,2
8.7936,0.5054,-4.9764,14.7704,0.4272,-17.3339,2
7.3268,-1.9962,-3.4139,-3.1127,8.0566,-27.8319,2
8.9754,-3.2727,-3.2404,-5.7983,12.5121,-28.8085,2
9.8165,-1.9214,-4.1730,-1.2207,22.8881,-25.4515,2
10.0725,0.9367,-3.9858,-1.1596,35.3392,-9.0331,2
9.9720,0.9014,-3.0514,-5.9203,35.5834,0.3051,2
9.5808,0.7453,-2.8540,-8.7280,23.4984,16.9066,2
9.1112,0.9978,-2.5280,-14.8925,19.2260,25.2684,2
8.1481,-1.6348,-1.9124,-16.9677,35.5223,30.6395,2
7.6169,-2.2109,-1.6917,-14.6484,23.0101,42.0531,2
7.5810,-2.2737,-1.2538,-10.3149,6.6528,40.8324,2
7.5577,-1.4093,-1.1976,-12.0238,5.1269,31.2499,2
7.3555,-1.0013,-1.2317,-21.0570,0.7324,17.5170,2
7.1982,0.9607,0.7914,-24.8412,-4.6386,15.0756,2
7.7144,0.9391,0.2189,-32.1654,-5.2490,9.7656,2
9.1567,0.1142,0.6843,-33.1420,-5.7372,5.7372,2
10.3064,-1.0360,-1.3668,-35.5223,-4.6386,-7.4462,2
10.3998,-2.8564,-2.1696,-16.7235,-1.2207,-9.1552,2
12.0400,-2.4616,1.6175,-10.6200,3.8452,1.7089,2
12.6089,0.7339,1.3100,-15.6249,10.3759,17.7001,2
11.1009,2.5082,-1.1904,-23.6815,26.6112,19.5312,2
10.1868,-1.1557,-1.0444,-34.5458,30.9447,26.1840,2
10.6761,-3.8440,-1.8257,-7.3242,-25.6957,25.8788,2
13.0977,-6.0352,-4.1252,1.4038,1.4038,22.0336,2
9.6424,-3.1429,-1.1533,-4.9438,37.0482,1.3427,2
5.7978,0.9104,-1.1563,-31.6161,28.2592,-17.8222,2
6.4917,0.7112,-3.7561,-34.7289,32.5316,-3.1738,2
10.8484,-1.8418,-5.0087,-11.0473,33.3251,14.9535,2
10.8269,-3.4115,-3.1142,1.7089,11.6576,-2.9907,2
9.2153,-2.3611,-2.8534,-6.3476,2.5024,-24.3529,2
9.7166,-2.3647,-2.6614,-6.1645,-13.4887,-23.1322,2
9.3726,-2.8498,-2.0673,-3.6010,-26.6722,-22.2167,2
8.7954,-2.0039,-2.1619,8.9721,-35.1561,-21.9115,2
7.5714,0.7878,-2.7810,15.0146,-50.9642,-19.1039,2
7.2777,0.4666,-2.7900,18.3715,-59.8753,-8.9111,2
8.1547,0.6257,-3.4241,13.8549,-47.1800,-7.2631,2
7.6833,-1.0540,-2.3491,12.9394,-30.8837,-6.1034,2
7.6295,-1.1545,-2.0027,16.6625,-15.1977,3.0517,2
8.2731,0.8500,-1.4518,23.3153,-10.8642,7.0190,2
8.9557,-1.0576,0.6592,33.3251,0.4882,12.0238,2
9.3044,-1.0624,0.6646,26.3060,0.3662,11.5966,2
9.4498,-1.0115,-1.7168,21.5453,2.3193,8.6669,2
10.3232,0.3852,-2.2618,10.0707,-6.0424,-1.8920,2
10.8335,0.5659,0.9990,7.8124,-8.1176,-18.6767,2
10.8885,-1.2083,0.4414,18.8598,-6.5307,-14.4652,2
12.1824,0.2739,0.3415,18.9208,-15.1977,-24.0477,2
11.0656,0.6562,-1.4398,6.2255,-14.2211,-38.6351,2
10.0277,0.5497,-1.7587,17.4560,-12.5732,-26.7333,2
10.6851,-1.4464,-3.9062,24.7802,-18.3715,-16.2963,2
9.6311,-1.4380,-4.5499,26.5502,-16.6625,-17.7001,2
8.3240,0.3074,-4.9842,9.2773,-8.7890,-22.6439,2
7.0827,-2.0787,-3.6448,7.5073,8.0566,-23.9867,2
9.2530,-2.6261,-3.4546,8.4838,16.9677,-25.5736,2
9.9625,-1.0594,-4.3328,8.9111,23.5595,-20.4467,2
10.5882,0.8303,-3.9338,4.8828,39.6727,-11.1694,2
10.5529,-1.4536,-2.8468,4.6996,35.2782,2.5634,2
9.8386,-1.2215,-2.2426,1.8310,25.6347,9.8876,2
9.1334,0.2865,-2.6153,-5.3100,18.7377,20.0805,2
8.2408,0.4899,-2.3934,-13.9770,21.3622,32.5316,2
7.4470,-2.0350,-1.5182,-14.2211,20.9960,41.7479,2
7.3914,-2.3886,-1.2580,-12.2680,4.2114,39.4286,2
7.2311,-1.9680,-1.2598,-15.6249,0.6103,31.8602,2
7.1162,-1.1001,-1.1138,-22.7660,0.2441,20.2025,2
7.0337,-1.0923,0.7806,-26.3671,-2.7465,16.6015,2
7.8412,0.6472,0.3619,-29.9681,-8.3007,12.0238,2
8.7439,0.2446,-1.2544,-28.8085,-4.0283,4.9438,2
9.3792,0.9547,-2.2869,-29.7850,-7.5683,-3.0517,2
11.4454,-2.7619,-1.4799,-18.3715,-5.0659,-4.8217,2
13.1216,-1.8412,1.0091,-22.9491,3.9672,5.6762,2
11.7649,1.4045,0.9637,-27.5878,13.3666,8.8500,2
10.8047,2.0632,0.6759,-23.6815,22.8881,19.5922,2
10.2406,-1.2789,0.3613,-33.7523,27.6488,26.4281,2
10.8610,-3.8249,-3.1184,-17.7001,-4.4555,19.5922,2
12.4396,-5.2594,-3.9343,-3.9062,20.0805,8.7280,2
10.2006,-3.7010,-1.9244,5.1879,16.3573,2.8686,2
6.9200,-2.6895,-1.4321,-4.6996,24.7802,-4.1503,2
5.6823,-1.8221,-2.8725,-9.4604,42.1141,4.8217,2
10.0839,-2.1086,-4.3028,7.5073,31.2499,18.9818,2
10.3280,-2.8498,-3.4091,4.2724,14.7094,-4.3945,2
9.6388,-1.7407,-2.5902,-2.1972,-6.5917,-17.8222,2
9.9840,-1.7527,-2.8677,-7.0190,-21.3622,-16.7846,2
10.1593,-2.8588,-2.1457,-7.6904,-32.7757,-16.7846,2
9.1238,-2.2833,-1.8454,2.8686,-35.2171,-19.4701,2
8.2468,-1.5116,-2.3910,16.8456,-53.7108,-20.5687,2
7.2640,0.7555,-2.7672,16.1742,-51.2083,-13.0614,2
8.0614,0.9499,-3.0879,17.5170,-47.4241,-9.7656,2
7.6689,-1.1114,-2.5603,16.3573,-31.0057,-9.8876,2
7.3477,-1.1437,-1.9537,20.1415,-22.7050,-4.6386,2
7.5858,0.9457,-1.9387,27.9540,-15.0756,2.1972,2
8.3258,0.5264,-1.7557,33.8744,-6.2866,5.5541,2
9.6149,0.6963,-1.1940,33.3251,5.8593,8.4228,2
9.9816,0.5006,0.7286,15.6859,23.3153,7.7514,2
10.7778,1.1593,-2.4765,0.7324,12.7563,5.6762,2
12.0454,0.6388,-2.4753,-15.1366,-1.3427,-34.3016,2
10.9363,-2.5316,1.1587,-6.8359,16.6015,-30.2123,2
11.0650,-1.4817,1.0145,36.4989,0.3662,-13.2445,2
12.6305,1.4919,-1.6235,21.1791,-34.4847,-34.6678,2
10.3489,0.3056,-3.5922,11.7797,-13.4887,-30.1512,2
10.5056,0.9134,-3.7968,16.0522,-11.7187,-13.0004,2
10.4799,-2.9330,-3.5653,22.2167,-13.1225,-22.3388,2
7.0749,0.7100,-5.2875,14.3432,0.4882,-18.1273,2
6.8775,-1.2574,-4.0229,-4.2114,11.8407,-13.9159,2
9.5922,-3.2907,-2.8671,-4.8217,17.8832,-16.5404,2
10.0325,-1.9848,-3.8883,-2.3803,35.5834,-14.3432,2
9.9625,-1.5894,-3.6975,0.0610,39.9779,-2.0141,2
9.9565,-1.1868,-2.3665,1.7700,30.4564,6.2866,2
9.2027,0.8590,-2.3001,0.0610,15.5639,22.6439,2
9.2452,0.7208,-1.9710,-3.3569,8.3617,27.0385,2
8.2941,-1.7300,-1.8915,-9.5214,28.8695,33.9354,2
7.5565,-2.2055,-1.1264,-12.4511,10.3759,36.2547,2
7.0923,-1.9758,-1.0504,-6.3476,2.5024,29.8461,2
6.9308,-1.5056,0.8781,-7.8735,4.0893,16.7846,2
6.5407,-1.0283,0.9918,-10.6200,-4.3945,11.4745,2
7.5589,0.4749,0.1399,-19.6532,-1.8310,1.7089,2
8.3276,0.1998,0.6017,-18.2494,5.3710,-4.3334,2
9.7645,0.5611,-1.3555,-21.9725,0.6713,-8.9721,2
10.6857,-1.4775,-1.3722,-21.2401,-8.9721,-20.2025,2
12.3732,-2.1260,0.3296,-13.1835,5.3100,0.4882,2
